1983-11-21,1.040531826854257,1.0423734755522782,0.9668658164389623,1.0350068807601929,5020667
1983-11-22,1.0350065532286563,1.049739675656036,1.0294815463885592,1.0313231945037842,2666896
1983-11-23,1.0313231456449057,1.035006504195279,1.0202733199714613,1.0257982015609741,1151978
1983-11-25,1.0257976780820517,1.0276393251702105,1.0147478580474854,1.0147478580474854,1772000
1983-11-28,1.0092236290308114,1.0092236290308114,0.9834405500039081,0.9871238470077515,2368004
1983-11-29,0.9852819794857579,0.9852819794857579,0.9742321534249482,0.9760738015174866,1630560
1983-11-30,0.9760738015174866,0.9834403313932194,0.9723905053324097,0.9760738015174866,2423157
1983-12-01,0.9760738015174866,0.9834403313932194,0.9705488572398712,0.9760738015174866,6249147
1983-12-02,0.9760739046997279,0.9871237319286316,0.9687072490564128,0.9742322564125061,1763994
1983-12-05,0.9742317400508009,0.976073387361914,0.9631817936897278,0.9631817936897278,1084372
1983-12-06,0.9631821838319709,0.9705488385547217,0.9631821838319709,0.9668654799461365,2176749
1983-12-07,0.9668654985603733,0.9834403313932194,0.9668654985603733,0.9760738015174866,4856099
1983-12-08,0.9760737044925344,0.9815985857265374,0.9742320565830619,0.9779152274131775,7360205
1983-12-09,0.9779152437871389,0.9852818980427893,0.9779152437871389,0.9797568917274475,5222597
1983-12-12,0.9797575596072747,0.9852825696888979,0.977915910411553,0.9815992712974548,2835022
1983-12-13,0.9834402133563496,1.0000151066942242,0.9834402133563496,0.9963318109512329,6693036
1983-12-14,0.9963318437156561,1.0036983729494742,0.9963318437156561,1.000015139579773,2521008
1983-12-15,1.0000153737995254,1.0000153737995254,0.9926487803459169,0.9926487803459167,2323526
1983-12-16,0.9926487686589237,1.001856885378662,0.9926487686589237,0.998173713684082,2452512
1983-12-19,0.9981741003984842,0.9981741003984842,0.9944908022880553,0.9944908022880554,1610990
1983-12-20,0.9944907591611006,0.9981740571118001,0.9871241007652508,0.9889657497406006,1937458
1983-12-21,0.9889652838888029,0.9926486425989083,0.9797569808551717,0.9834403395652771,1935679
1983-12-22,0.981598935497684,0.981598935497684,0.9705491065979004,0.9705491065979004,4871221
1983-12-23,0.9705488222044582,0.9723904702305157,0.9631821676058089,0.9650238156318665,2338649
